id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
175,Demi,Hara,Demi Hara,Women,2006-11-03,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,2,12.35,1.2,Time final
176,Eira,Iva,Eira Iva,Women,2006-05-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,2,12.54,1.2,Time final
177,Faye,Jade,Faye Jade,Women,2006-06-29,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,2,12.74,1.2,Time final
178,Gina,Kaye,Gina Kaye,Women,2006-12-16,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,2,12.94,1.2,Time final
179,Ida,Mira,Ida Mira,Women,2006-04-14,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,2,11.8,1.2,Time final
180,Jade,Nola,Jade Nola,Women,2006-07-01,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,2,12.01,1.2,Time final
181,Kali,Pia,Kali Pia,Women,2006-10-04,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,2,12.2,1.2,Time final
182,Lana,Risa,Lana Risa,Women,2005-12-09,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,2,12.4,1.2,Time final
183,Mila,Sana,Mila Sana,Women,2006-07-25,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,2,12.59,1.2,Time final
184,Nora,Tara,Nora Tara,Women,2006-12-22,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,3,12.79,1.2,Time final
185,Oona,Veda,Oona Veda,Women,2005-11-20,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,3,13.77,1.2,Time final
186,Aria,Swift,Aria Swift,Women,2006-03-15,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,3,11.91,1.2,Time final
187,Bella,Dash,Bella Dash,Women,2006-07-20,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,3,12.3,1.2,Time final
188,Cora,Bolt,Cora Bolt,Women,2006-11-05,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,3,11.91,1.2,Time final
189,Daisy,Storm,Daisy Storm,Women,2006-01-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,3,12.3,1.2,Time final
190,Eden,Reed,Eden Reed,Women,2006-08-15,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,3,11.91,1.2,Time final
191,Faye,Blaze,Faye Blaze,Women,2006-12-10,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,3,12.29,1.2,Time final
192,Gia,Gale,Gia Gale,Women,2006-04-30,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,4,11.91,1.2,Time final
193,Hana,Ridge,Hana Ridge,Women,2006-09-20,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,4,12.3,1.2,Time final
194,Indie,Flash,Indie Flash,Women,2006-05-10,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,4,11.91,1.2,Time final
195,Jade,Surge,Jade Surge,Women,2006-10-25,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,4,12.3,1.2,Time final
196,Cami,Dune,Cami Dune,Women,2006-11-15,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,4,11.8,1.2,Time final
197,Dina,Ember,Dina Ember,Women,2006-09-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,4,12.01,1.2,Time final
198,Elia,Flick,Elia Flick,Women,2006-03-03,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,4,12.2,1.2,Time final
199,Fina,Grove,Fina Grove,Women,2006-06-19,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,U20,4,12.4,1.2,Time final
200,Gabi,Haven,Gabi Haven,Women,2006-12-10,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,5,12.59,1.2,Time final
201,Hila,Iris,Hila Iris,Women,2006-07-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,U20,5,12.79,1.2,Time final
202,Kaya,Lark,Kaya Lark,Women,2006-10-17,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,5,11.85,1.2,Time final
203,Lia,Maeve,Lia Maeve,Women,2006-06-05,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,5,12.05,1.2,Time final
204,Mara,Nix,Mara Nix,Women,2006-03-01,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,U20,5,12.24,1.2,Time final
205,Nia,Ode,Nia Ode,Women,2006-08-21,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,5,12.44,1.2,Time final
206,Ola,Pace,Ola Pace,Women,2006-11-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,U20,5,12.64,1.2,Time final
207,Pria,Raine,Pria Raine,Women,2006-05-09,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,U20,5,12.83,1.2,Time final
166,Zoe,Eden,Zoe Eden,Women,1999-07-09,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,1,11.47,1.4,Time final
167,Talia,Flash,Talia Flash,Women,2002-05-20,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,1,11.61,1.3,Time final
168,Alix,Fae,Alix Fae,Women,2001-08-14,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,1,11.66,1.5,Time final
169,Jana,Pia,Jana Pia,Women,10/13/01,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,1,11.91,1.4,Time final
170,Quinn,Blaze,Quinn Blaze,Women,2003-01-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,1,12.01,1.3,Time final
171,Maeve,Nix,Maeve Nix,Women,2/28/02,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,1,11.96,1.5,Time final
172,Demi,Iva,Demi Iva,Women,1998-05-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,1,12.25,1.4,Time final
173,Hana,Mira,Hana Mira,Women,2003-04-24,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,2,11.51,1.3,Time final
174,Lila,Swift,Lila Swift,Women,1997-06-15,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,2,11.61,1.5,Time final
175,Indie,Nola,Indie Nola,Women,1999-01-07,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,2,11.71,1.4,Time final
176,Eden,Flare,Eden Flare,Women,1997-03-02,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,2,11.91,1.3,Time final
177,Sadie,Ridge,Sadie Ridge,Women,2000-08-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,2,12.01,1.5,Time final
178,Vera,Zara,Vera Zara,Women,2000-01-15,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,2,12.2,1.4,Time final
179,Faye,Kaye,Faye Kaye,Women,12/16/02,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,2,12.65,1.3,Time final
180,Cali,Drift,Cali Drift,Women,1995-11-15,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,3,11.51,1.5,Time final
181,Nora,Bolt,Nora Bolt,Women,2000-11-05,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,3,11.61,1.4,Time final
182,Dara,Echo,Dara Echo,Women,2002-09-30,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,3,11.71,1.3,Time final
183,Sophia,Yale,Sophia Yale,Women,6/30/98,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,3,12.01,1.5,Time final
184,Fina,Glade,Fina Glade,Women,2001-06-19,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,3,12.11,1.4,Time final
185,Nina,Oaks,Nina Oaks,Women,8/21/97,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,3,12.15,1.3,Time final
186,Kaya,Lush,Kaya Lush,Women,10/17/98,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,4,11.56,1.5,Time final
187,Sana,Vale,Sana Vale,Women,1996-07-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,4,11.61,1.4,Time final
188,Tara,Wisp,Tara Wisp,Women,9/22/04,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,4,11.81,1.3,Time final
189,Maya,Dash,Maya Dash,Women,2001-09-10,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,4,12.01,1.5,Time final
190,Kali,Risa,Kali Risa,Women,2/19/04,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,4,12.11,1.4,Time final
191,Willa,Bae,Willa Bae,Women,2002-10-18,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,4,12.4,1.3,Time final
192,Rhea,Gale,Rhea Gale,Women,1999-04-30,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,5,11.61,1.5,Time final
193,Piper,Reed,Piper Reed,Women,1998-12-15,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,5,11.61,1.4,Time final
194,Bree,Gwen,Bree Gwen,Women,1995-03-27,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,5,11.86,1.3,Time final
195,Opal,Storm,Opal Storm,Women,2002-07-20,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,5,12.01,1.5,Time final
196,Cora,Hara,Cora Hara,Women,2004-11-03,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,5,12.06,1.4,Time final
197,Lana,Sana,Lana Sana,Women,1996-08-06,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,5,12.3,1.3,Time final
198,Lane,Tate,Lane Tate,Men,2002-02-14,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,1,10.38,1.4,Time final
199,Beau,Flash,Beau Flash,Men,2001-09-14,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,1,10.5,1.3,Time final
200,Ryker,Chase,Ryker Chase,Men,2000-03-18,Aelthoria,Lumora Athletics Club,Local_5,2025-05-11,100m,Open,1,10.6,1.5,Time final
201,Crew,Ellis,Crew Ellis,Men,2003-04-09,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,1,10.7,1.4,Time final
202,Jett,Nolan,Jett Nolan,Men,1998-03-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,1,10.8,1.3,Time final
203,Parker,Kane,Parker Kane,Men,1996-05-19,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,1,10.89,1.5,Time final
204,Rhett,Blaze,Rhett Blaze,Men,1997-03-22,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,1,11.09,1.4,Time final
205,Cade,Gale,Cade Gale,Men,2002-06-30,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,2,10.38,1.3,Time final
206,Theo,Tate,Theo Tate,Men,2001-11-27,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,2,10.5,1.5,Time final
207,Sage,Zane,Sage Zane,Men,2000-01-29,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,2,10.6,1.4,Time final
208,Gage,Drew,Gage Drew,Men,2003-11-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,2,10.7,1.3,Time final
209,Rowan,Nash,Rowan Nash,Men,1998-12-19,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,2,10.8,1.5,Time final
210,Knox,Reid,Knox Reid,Men,1999-12-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,2,10.99,1.4,Time final
211,Colton,Vance,Colton Vance,Men,1997-03-03,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,2,11.09,1.3,Time final
212,Tyson,Sage,Tyson Sage,Men,2002-04-07,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,3,10.38,1.5,Time final
213,Gideon,York,Gideon York,Men,2001-07-16,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,3,10.5,1.4,Time final
214,Pax,Zane,Pax Zane,Men,2000-05-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,3,10.58,1.3,Time final
215,Harry,Ross,Harry Ross,Men,2003-10-24,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,3,10.7,1.5,Time final
216,Jaxon,Ridge,Jaxon Ridge,Men,1998-11-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,3,10.8,1.4,Time final
217,Cash,Blaze,Cash Blaze,Men,1999-10-01,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,3,10.99,1.3,Time final
218,Dean,Quinn,Dean Quinn,Men,2002-06-25,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,4,10.38,1.5,Time final
219,Milo,Strike,Milo Strike,Men,2000-09-17,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,4,10.58,1.4,Time final
220,Nash,Storm,Nash Storm,Men,2003-10-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,4,10.7,1.3,Time final
221,Zane,Rush,Zane Rush,Men,1998-04-15,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,4,10.8,1.5,Time final
222,Colt,Levi,Colt Levi,Men,1996-06-14,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,4,10.89,1.4,Time final
223,Weston,Ward,Weston Ward,Men,1999-08-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,4,10.99,1.3,Time final
224,Finn,Wind,Finn Wind,Men,2002-08-19,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,5,10.4,1.5,Time final
225,Byron,Flynn,Byron Flynn,Men,2000-01-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,5,10.6,1.4,Time final
226,Ace,Xander,Ace Xander,Men,2003-01-08,Aelthoria,Eldrin Athletics Club,Local_5,2025-05-11,100m,Open,5,10.7,1.3,Time final
227,Brian,Holt,Brian Holt,Men,1998-07-08,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-05-11,100m,Open,5,10.8,1.5,Time final
228,Reid,Adler,Reid Adler,Men,1996-12-23,Aelthoria,Thalindra Athletics Club,Local_5,2025-05-11,100m,Open,5,10.89,1.4,Time final
229,Sawyer,Quinn,Sawyer Quinn,Men,1999-06-21,Aelthoria,Sylvara Athletics Club,Local_5,2025-05-11,100m,Open,5,10.99,1.3,Time final
