id,first_name,last_name,full_name,sex,dob,nationality,club,competition_name,date_meet,event,category,heat_number,results,wind_factor,format
171,Yara,Cora,Yara Cora,Female,2006-04-05,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,1,13.09,-1.9,Timed final
172,Alice,Eden,Alice Eden,Female,2006-07-09,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,1,11.94,-1.9,Timed final
173,Bryn,Fae,Bryn Fae,Female,2006-08-14,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-04-14,100m,U20,1,12.14,-1.9,Timed final
174,Cora,Gwen,Cora Gwen,Female,2006-03-27,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,1,12.34,-1.9,Timed final
175,Demi,Hara,Demi Hara,Female,2006-11-03,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,2,12.54,-1.9,Timed final
176,Eira,Iva,Eira Iva,Female,2006-05-11,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-04-14,100m,U20,2,12.74,-1.9,Timed final
177,Faye,Jade,Faye Jade,Female,2006-06-29,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,2,12.94,-1.9,Timed final
178,Gina,Kaye,Gina Kaye,Female,2006-12-16,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,2,13.14,-1.9,Timed final
179,Ida,Mira,Ida Mira,Female,2006-04-14,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,2,11.99,-1.9,Timed final
180,Jade,Nola,Jade Nola,Female,2006-07-01,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,2,12.19,-1.9,Timed final
181,Kali,Pia,Kali Pia,Female,2006-10-04,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,2,12.39,-1.9,Timed final
182,Lana,Risa,Lana Risa,Female,2005-12-09,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,2,12.59,-1.9,Timed final
183,Mila,Sana,Mila Sana,Female,2006-07-25,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,2,12.79,-1.9,Timed final
184,Nora,Tara,Nora Tara,Female,2006-12-22,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,3,12.99,-1.9,Timed final
185,Oona,Veda,Oona Veda,Female,2005-11-20,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,3,13.99,-1.9,Timed final
186,Aria,Swift,Aria Swift,Female,2006-03-15,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,3,12.09,-1.9,Timed final
187,Bella,Dash,Bella Dash,Female,2006-07-20,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,3,12.49,-1.9,Timed final
188,Cora,Bolt,Cora Bolt,Female,2006-11-05,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,3,12.09,-1.9,Timed final
189,Daisy,Storm,Daisy Storm,Female,2006-01-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,3,12.49,-1.9,Timed final
190,Eden,Reed,Eden Reed,Female,2006-08-15,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,3,12.09,-1.9,Timed final
191,Faye,Blaze,Faye Blaze,Female,2006-12-10,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,3,12.49,-1.9,Timed final
192,Gia,Gale,Gia Gale,Female,2006-04-30,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,4,12.09,-1.9,Timed final
193,Hana,Ridge,Hana Ridge,Female,2006-09-20,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,4,12.49,-1.9,Timed final
194,Indie,Flash,Indie Flash,Female,2006-05-10,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,4,12.09,-1.9,Timed final
195,Jade,Surge,Jade Surge,Female,2006-10-25,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-04-14,100m,U20,4,12.49,-1.9,Timed final
196,Cami,Dune,Cami Dune,Female,2006-11-15,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,4,11.99,-1.9,Timed final
197,Dina,Ember,Dina Ember,Female,2006-09-30,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,4,12.19,-1.9,Timed final
198,Elia,Flick,Elia Flick,Female,2006-03-03,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,4,12.39,-1.9,Timed final
199,Fina,Grove,Fina Grove,Female,2006-06-19,Aelthoria,Sylvara Athletics Club,Local_5,2025-04-14,100m,U20,4,12.59,-1.9,Timed final
200,Gabi,Haven,Gabi Haven,Female,2006-12-10,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,5,12.79,-1.9,Timed final
201,Hila,Iris,Hila Iris,Female,2006-07-25,Aelthoria,Eldrin Athletics Club,Local_5,2025-04-14,100m,U20,5,12.99,-1.9,Timed final
202,Kaya,Lark,Kaya Lark,Female,2006-10-17,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,5,12.04,-1.9,Timed final
203,Lia,Maeve,Lia Maeve,Female,2006-06-05,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,5,12.24,-1.9,Timed final
204,Mara,Nix,Mara Nix,Female,2006-03-01,Aelthoria,Vyrnwood Athletics Club,Local_5,2025-04-14,100m,U20,5,12.44,-1.9,Timed final
205,Nia,Ode,Nia Ode,Female,2006-08-21,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,5,12.64,-1.9,Timed final
206,Ola,Pace,Ola Pace,Female,2006-11-11,Aelthoria,Thalindra Athletics Club,Local_5,2025-04-14,100m,U20,5,12.84,-1.9,Timed final
207,Pria,Raine,Pria Raine,Female,2006-05-09,Aelthoria,Lumora Athletics Club,Local_5,2025-04-14,100m,U20,5,13.04,-1.9,Timed final
208,Zoe,Eden,Zoe Eden,Female,1999-07-09,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,1,11.64,-1.9,Timed final
209,Talia,Flash,Talia Flash,Female,2002-05-20,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,1,11.79,-1.9,Timed final
210,Alix,Fae,Alix Fae,Female,2001-08-14,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,1,11.84,-1.9,Timed final
211,Jana,Pia,Jana Pia,Female,2001-10-13,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,1,12.09,-1.9,Timed final
212,Quinn,Blaze,Quinn Blaze,Female,2003-01-25,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,1,12.19,-1.9,Timed final
213,Maeve,Nix,Maeve Nix,Female,2002-02-28,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,1,12.14,-1.9,Timed final
214,Demi,Iva,Demi Iva,Female,1998-05-11,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,1,12.44,-1.9,Timed final
215,Hana,Mira,Hana Mira,Female,2003-04-24,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,2,11.69,-1.9,Timed final
216,Lila,Swift,Lila Swift,Female,1997-06-15,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,2,11.79,-1.9,Timed final
217,Indie,Nola,Indie Nola,Female,1999-07-01,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,2,11.89,-1.9,Timed final
218,Eden,Flare,Eden Flare,Female,1997-03-02,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,2,12.09,-1.9,Timed final
219,Sadie,Ridge,Sadie Ridge,Female,2000-08-25,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,2,12.19,-1.9,Timed final
220,Vera,Zara,Vera Zara,Female,2000-01-15,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,2,12.39,-1.9,Timed final
221,Faye,Kaye,Faye Kaye,Female,2002-12-16,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,2,12.84,-1.9,Timed final
222,Cali,Drift,Cali Drift,Female,1995-11-15,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,3,11.69,-1.9,Timed final
223,Nora,Bolt,Nora Bolt,Female,2000-11-05,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,3,11.79,-1.9,Timed final
224,Dara,Echo,Dara Echo,Female,2002-09-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,3,11.89,-1.9,Timed final
225,Sophia,Yale,Sophia Yale,Female,1998-06-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,3,12.19,-1.9,Timed final
226,Fina,Glade,Fina Glade,Female,2001-06-19,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,3,12.29,-1.9,Timed final
227,Nina,Oaks,Nina Oaks,Female,1997-08-21,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,3,12.34,-1.9,Timed final
228,Kaya,Lush,Kaya Lush,Female,1998-10-17,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,4,11.74,-1.9,Timed final
229,Sana,Vale,Sana Vale,Female,1996-07-07,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,4,11.79,-1.9,Timed final
230,Tara,Wisp,Tara Wisp,Female,2004-09-22,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,4,11.99,-1.9,Timed final
231,Maya,Dash,Maya Dash,Female,2001-09-10,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,4,12.19,-1.9,Timed final
232,Kali,Risa,Kali Risa,Female,2004-02-19,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,4,12.29,-1.9,Timed final
233,Willa,Bae,Willa Bae,Female,2002-10-18,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,4,12.59,-1.9,Timed final
234,Rhea,Gale,Rhea Gale,Female,1999-04-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,5,11.79,-1.9,Timed final
235,Piper,Reed,Piper Reed,Female,1998-12-15,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,5,11.79,-1.9,Timed final
236,Bree,Gwen,Bree Gwen,Female,1995-03-27,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,5,12.04,-1.9,Timed final
237,Opal,Storm,Opal Storm,Female,2002-07-20,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,5,12.19,-1.9,Timed final
238,Cora,Hara,Cora Hara,Female,2004-11-03,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,5,12.24,-1.9,Timed final
239,Lana,Sana,Lana Sana,Female,1996-08-06,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,5,12.49,-1.9,Timed final
240,Lane,Tate,Lane Tate,Male,2002-02-14,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,1,10.54,-1.9,Timed final
241,Beau,Flash,Beau Flash,Male,2001-09-14,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,1,10.66,-1.9,Timed final
242,Ryker,Chase,Ryker Chase,Male,2000-03-18,Aelthoria,Lumora Athletics Club,Local_4,2025-04-14,100m,Open,1,10.76,-1.9,Timed final
243,Crew,Ellis,Crew Ellis,Male,2003-04-09,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,1,10.86,-1.9,Timed final
244,Jett,Nolan,Jett Nolan,Male,1998-03-25,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,1,10.96,-1.9,Timed final
245,Parker,Kane,Parker Kane,Male,1996-05-19,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,1,11.06,-1.9,Timed final
246,Rhett,Blaze,Rhett Blaze,Male,1997-03-22,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,1,11.26,-1.9,Timed final
247,Cade,Gale,Cade Gale,Male,2002-06-30,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,2,10.54,-1.9,Timed final
248,Theo,Tate,Theo Tate,Male,2001-11-27,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,2,10.66,-1.9,Timed final
249,Sage,Zane,Sage Zane,Male,2000-01-29,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,2,10.76,-1.9,Timed final
250,Gage,Drew,Gage Drew,Male,2003-11-05,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,2,10.86,-1.9,Timed final
251,Rowan,Nash,Rowan Nash,Male,1998-12-19,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,2,10.96,-1.9,Timed final
252,Knox,Reid,Knox Reid,Male,1999-12-05,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,2,11.16,-1.9,Timed final
253,Colton,Vance,Colton Vance,Male,1997-03-03,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,2,11.26,-1.9,Timed final
254,Tyson,Sage,Tyson Sage,Male,2002-04-07,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,3,10.54,-1.9,Timed final
255,Gideon,York,Gideon York,Male,2001-07-16,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,3,10.66,-1.9,Timed final
256,Pax,Zane,Pax Zane,Male,2000-05-11,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,3,10.74,-1.9,Timed final
257,Harry,Ross,Harry Ross,Male,2003-10-24,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,3,10.86,-1.9,Timed final
258,Jaxon,Ridge,Jaxon Ridge,Male,1998-11-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,3,10.96,-1.9,Timed final
259,Cash,Blaze,Cash Blaze,Male,1999-10-01,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,3,11.16,-1.9,Timed final
260,Dean,Quinn,Dean Quinn,Male,2002-06-25,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,4,10.54,-1.9,Timed final
261,Milo,Strike,Milo Strike,Male,2000-09-17,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,4,10.74,-1.9,Timed final
262,Nash,Storm,Nash Storm,Male,2003-10-30,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,4,10.86,-1.9,Timed final
263,Zane,Rush,Zane Rush,Male,1998-04-15,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,4,10.96,-1.9,Timed final
264,Colt,Levi,Colt Levi,Male,1996-06-14,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,4,11.06,-1.9,Timed final
265,Weston,Ward,Weston Ward,Male,1999-08-11,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,4,11.16,-1.9,Timed final
266,Finn,Wind,Finn Wind,Male,2002-08-19,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,5,10.56,-1.9,Timed final
267,Byron,Flynn,Byron Flynn,Male,2000-01-25,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,5,10.76,-1.9,Timed final
268,Ace,Xander,Ace Xander,Male,2003-01-08,Aelthoria,Eldrin Athletics Club,Local_4,2025-04-14,100m,Open,5,10.86,-1.9,Timed final
269,Brian,Holt,Brian Holt,Male,1998-07-08,Aelthoria,Vyrnwood Athletics Club,Local_4,2025-04-14,100m,Open,5,10.96,-1.9,Timed final
270,Reid,Adler,Reid Adler,Male,1996-12-23,Aelthoria,Thalindra Athletics Club,Local_4,2025-04-14,100m,Open,5,11.06,-1.9,Timed final
271,Sawyer,Quinn,Sawyer Quinn,Male,1999-06-21,Aelthoria,Sylvara Athletics Club,Local_4,2025-04-14,100m,Open,5,11.16,-1.9,Timed final
